0.0000000,0.0623931,0.0623931,1.3518169,0.0000000,0.0500294,0.0500294,1.3641806,0.0000000,0.0846304,0.0846304,0.0846304,0.1082889,0.1226933,0.0144044,0.2094947,0.1001086,0.1056538,0.0061459,0.2265342,0.0557108,0.0653601,0.0185955,0.0653601,0.0000000
0.0000000,0.0645612,0.0645612,1.3496488,0.0000000,0.0525388,0.0525388,1.3616712,0.0000000,0.0845280,0.0845280,0.0845280,0.1102705,0.1217221,0.0114516,0.1979730,0.1049801,0.1134697,0.0061326,0.2062254,0.0572284,0.0636440,0.0137573,0.0636440,0.0000000
0.0000000,0.0498208,0.0498208,1.3643892,0.0000000,0.0364890,0.0364890,1.3777210,0.0000000,0.0838688,0.0838688,0.0838688,0.0796047,0.0873151,0.0077105,0.2302796,0.0657980,0.0756439,0.0042409,0.2419508,0.0475763,0.0511216,0.0103635,0.0511216,1.0000000
0.0000000,0.0527912,0.0527912,1.3614188,0.0000000,0.0413267,0.0413267,1.3728833,0.0000000,0.0846216,0.0846216,0.0846216,0.0791389,0.0882070,0.0090681,0.3074271,0.0693695,0.0760921,0.0049646,0.3195420,0.0527014,0.0583442,0.0121338,0.0583442,1.0000000
0.0000000,0.0578108,0.0578108,1.3563992,0.0000000,0.0483708,0.0483708,1.3658392,0.0000000,0.0831933,0.0831933,0.0831933,0.0939189,0.1064656,0.0125467,0.2590768,0.0769384,0.0861635,0.0073669,0.2793789,0.0568800,0.0674329,0.0156973,0.0674329,0.0000000
0.0000000,0.0606013,0.0606013,1.3536087,0.0000000,0.0502334,0.0502334,1.3639766,0.0000000,0.0826536,0.0826536,0.0826536,0.1038034,0.1151911,0.0113877,0.1724764,0.0982473,0.1057447,0.0079709,0.1819228,0.0469615,0.0521442,0.0122582,0.0521442,0.0000000
0.0000000,0.0646435,0.0646435,1.3495665,0.0000000,0.0560747,0.0560747,1.3581353,0.0000000,0.0828242,0.0828242,0.0828242,0.1082270,0.1217391,0.0135121,0.2051245,0.1004822,0.1125280,0.0092753,0.2143355,0.0514588,0.0591178,0.0151520,0.0591178,0.0000000
0.0000000,0.0621436,0.0621436,1.3520664,0.0000000,0.0531579,0.0531579,1.3610521,0.0000000,0.0831308,0.0831308,0.0831308,0.1069629,0.1201458,0.0131829,0.3083213,0.0927962,0.1052536,0.0076602,0.3232135,0.0561370,0.0625463,0.0170255,0.0625463,0.0000000
0.0000000,0.0503782,0.0503782,1.3638318,0.0000000,0.0381773,0.0381773,1.3760327,0.0000000,0.0824698,0.0824698,0.0824698,0.0768014,0.0876523,0.0108509,0.2247265,0.0627768,0.0727425,0.0053257,0.2396363,0.0475344,0.0564288,0.0156772,0.0564288,1.0000000
0.0000000,0.0562590,0.0562590,1.3579510,0.0000000,0.0444417,0.0444417,1.3697683,0.0000000,0.0852755,0.0852755,0.0852755,0.0830389,0.0928677,0.0098289,0.3027301,0.0714737,0.0766888,0.0050189,0.3189090,0.0491213,0.0562566,0.0122172,0.0562566,1.0000000
