0.0000000,0.0510824,0.0510824,1.3631276,0.0000000,0.0434456,0.0434456,1.3707644,0.0000000,0.0691729,0.0691729,0.0691729,0.0942119,0.1042101,0.0099982,0.1642144,0.0844546,0.0928431,0.0058088,0.1755814,0.0483227,0.0532097,0.0118791,0.0532097,0.0000000
0.0000000,0.0520858,0.0520858,1.3621242,0.0000000,0.0433273,0.0433273,1.3708827,0.0000000,0.0693364,0.0693364,0.0693364,0.0866138,0.0967939,0.0101801,0.1665822,0.0738242,0.0847153,0.0059668,0.1786608,0.0448158,0.0499817,0.0121635,0.0499817,0.0000000
0.0000000,0.0516176,0.0516176,1.3625924,0.0000000,0.0437518,0.0437518,1.3704582,0.0000000,0.0695570,0.0695570,0.0695570,0.0816262,0.0920993,0.0104731,0.2552366,0.0710211,0.0795300,0.0059537,0.2678059,0.0449822,0.0499516,0.0128752,0.0499516,0.0000000
0.0000000,0.0507965,0.0507965,1.3634135,0.0000000,0.0426044,0.0426044,1.3716056,0.0000000,0.0698540,0.0698540,0.0698540,0.0817316,0.0913200,0.0095884,0.1838290,0.0748206,0.0801078,0.0050798,0.1950412,0.0424046,0.0489503,0.0129061,0.0489503,0.0000000
0.0000000,0.0533834,0.0533834,1.3608266,0.0000000,0.0465107,0.0465107,1.3676993,0.0000000,0.0705583,0.0705583,0.0705583,0.0915934,0.1021448,0.0105514,0.2832332,0.0850986,0.0929122,0.0064205,0.2924659,0.0512596,0.0566618,0.0124428,0.0566618,0.0000000
0.0000000,0.0508860,0.0508860,1.3633240,0.0000000,0.0424817,0.0424817,1.3717283,0.0000000,0.0695825,0.0695825,0.0695825,0.0870661,0.0971241,0.0100580,0.1189128,0.0802163,0.0901728,0.0049216,0.1258640,0.0412150,0.0477681,0.0122762,0.0477681,0.0000000
0.0000000,0.0538114,0.0538114,1.3603986,0.0000000,0.0462517,0.0462517,1.3679583,0.0000000,0.0699553,0.0699553,0.0699553,0.0891144,0.1016419,0.0125275,0.3064803,0.0802607,0.0877213,0.0071481,0.3204009,0.0478124,0.0557676,0.0168443,0.0557676,0.0000000
0.0000000,0.0523123,0.0523123,1.3618977,0.0000000,0.0472224,0.0472224,1.3669876,0.0000000,0.0691911,0.0691911,0.0691911,0.0943334,0.1040562,0.0097228,0.2114840,0.0807322,0.0936619,0.0061125,0.2218783,0.0456982,0.0502257,0.0107186,0.0502257,0.0000000
0.0000000,0.0525603,0.0525603,1.3616497,0.0000000,0.0461913,0.0461913,1.3680187,0.0000000,0.0696431,0.0696431,0.0696431,0.0930194,0.1021222,0.0091028,0.2771133,0.0793194,0.0885851,0.0063754,0.2906504,0.0535833,0.0580687,0.0103788,0.0580687,0.0000000
0.0000000,0.0530250,0.0530250,1.3611850,0.0000000,0.0449999,0.0449999,1.3692101,0.0000000,0.0712738,0.0712738,0.0712738,0.0865389,0.0962038,0.0096648,0.2636186,0.0761693,0.0854356,0.0054087,0.2743868,0.0472562,0.0529939,0.0114829,0.0529939,0.0000000
0.0000000,0.0507700,0.0507700,1.3634400,0.0000000,0.0433688,0.0433688,1.3708412,0.0000000,0.0682138,0.0682138,0.0682138,0.0808832,0.0908442,0.0099610,0.2157918,0.0690882,0.0775739,0.0061377,0.2290620,0.0386062,0.0454643,0.0129635,0.0454643,0.0000000
